date,killed,wounded,city,state,lat,lon
2016-02-19T00:00:00.000Z,2,3,Iuka,MS,38.6161588,-88.790334
2016-02-20T00:00:00.000Z,1,3,Tampa,FL,27.9477595,-82.458444
2016-02-20T00:00:00.000Z,1,3,Bessemer,AL,33.4017766,-86.954437
2016-02-20T00:00:00.000Z,0,4,Orlando,FL,28.5421109,-81.3790304
2016-02-21T00:00:00.000Z,6,2,Kalamazoo,MI,42.291707,-85.5872286
2016-02-21T00:00:00.000Z,1,3,Hazlewood,MO,30.55887045,-97.80262273512008
2016-02-21T00:00:00.000Z,0,5,Houston,TX,29.7589382,-95.3676974
2016-02-23T00:00:00.000Z,5,0,Glendale,AZ,34.1469416,-118.2478471
2016-02-23T00:00:00.000Z,0,4,Daytona Beach,FL,29.2108147,-81.0228331
2016-02-24T00:00:00.000Z,0,4,Atlanta,GA,33.7489924,-84.3902644
2016-02-24T00:00:00.000Z,2,2,Bailey,CO,34.0349194,-102.8149372
2016-02-25T00:00:00.000Z,4,14,Hesston,KS,38.1385315,-97.4314857
2016-02-25T00:00:00.000Z,5,0,Belfair,WA,30.4674124,-91.1459397
2016-02-27T00:00:00.000Z,2,2,Woodbridge,VA,38.6361522,-77.26783643292558
2016-02-28T00:00:00.000Z,0,5,Detroit,MI,42.3315509,-83.0466403
2016-02-28T00:00:00.000Z,1,3,Riverside (Jarupa Valley),CA,,
2016-03-04T00:00:00.000Z,1,3,Columbus,OH,39.9622601,-83.0007065
2016-03-05T00:00:00.000Z,0,4,Wichita,KS,37.6922361,-97.3375448
2016-03-06T00:00:00.000Z,1,8,Compton,CA,33.894927,-118.226624
2016-03-06T00:00:00.000Z,1,6,Chelsea,MA,42.3917638,-71.0328284
2016-03-06T00:00:00.000Z,0,4,Roswell,GA,34.02332,-84.360022
2016-03-07T00:00:00.000Z,0,4,Lafayette,LA,30.2043259,-92.0298813
2016-03-07T00:00:00.000Z,5,0,Kansas City,KS,39.100105,-94.5781416
2016-03-08T00:00:00.000Z,2,3,San Antonio,TX,29.4246002,-98.4951405
2016-03-09T00:00:00.000Z,6,3,Wilkinsburg,PA,40.4418068,-79.8819609
2016-03-11T00:00:00.000Z,0,5,Trenton,NJ,40.2205944,-74.7597219
2016-03-11T00:00:00.000Z,2,2,Detroit,MI,42.3315509,-83.0466403
2016-03-12T00:00:00.000Z,0,4,Oakland,CA,37.8044557,-122.271356
2016-03-12T00:00:00.000Z,1,3,Wichita Falls,TX,33.9004572,-98.5020777
2016-03-12T00:00:00.000Z,2,2,Elberton,GA,34.1112226,-82.8670839
2016-03-12T00:00:00.000Z,0,4,Portland,OR,45.5202471,-122.674194
2016-03-13T00:00:00.000Z,0,4,Fort Myers,FL,26.640628,-81.8723084
2016-03-14T00:00:00.000Z,1,3,Chicago (East Garfield Park),IL,41.8808657,-87.7028328
2016-03-15T00:00:00.000Z,0,5,Atlanta,GA,33.7489924,-84.3902644
2016-03-17T00:00:00.000Z,2,2,Houston,TX,29.7589382,-95.3676974
2016-03-19T00:00:00.000Z,2,2,Wetumpka,AL,32.5437448,-86.2119127
2016-03-20T00:00:00.000Z,1,4,Fort Lauderdale (Plantation),FL,26.1359193,-80.2364371
2016-03-20T00:00:00.000Z,4,0,Louisville,KY,38.2542376,-85.759407
2016-03-21T00:00:00.000Z,0,4,Chicago (Austin),IL,41.8880316,-87.7648642
2016-03-21T00:00:00.000Z,4,0,Sherman,TX,36.2452294,-101.8858689
2016-03-22T00:00:00.000Z,0,4,Selma,CA,32.4078632,-87.0207473
2016-03-25T00:00:00.000Z,2,2,Lawrenceburg,TN,38.0371378,-84.8962551
2016-03-25T00:00:00.000Z,0,4,Chicago (East Garfield Park),IL,41.8808657,-87.7028328
2016-03-26T00:00:00.000Z,0,4,Denver,CO,39.7392364,-104.984862
2016-03-31T00:00:00.000Z,2,2,Richmond,VA,37.5385087,-77.43428
2016-03-31T00:00:00.000Z,0,4,Chicago (Englewood),IL,41.7797559,-87.6458836
2016-04-01T00:00:00.000Z,3,1,Albuquerque,NM,35.0841034,-106.650985
2016-04-05T00:00:00.000Z,2,2,St. Augustine,FL,29.8946952,-81.3145395
2016-04-06T00:00:00.000Z,1,3,Cocoa,FL,28.3553873,-80.7318827
2016-04-07T00:00:00.000Z,0,5,Chicago (South Shore),IL,41.7587276,-87.5752828
2016-04-09T00:00:00.000Z,0,4,Albuquerque,NM,35.0841034,-106.650985
2016-04-09T00:00:00.000Z,0,4,Memphis,TN,35.1460249,-90.0517638
2016-04-09T00:00:00.000Z,0,4,Anniston,AL,33.6624824,-85.8283224
2016-04-10T00:00:00.000Z,1,3,Milwaukee,WI,43.0349931,-87.922497
2016-04-10T00:00:00.000Z,0,4,Los Angeles,CA,34.0536909,-118.242766
2016-04-11T00:00:00.000Z,4,0,Orange Co.,NY,33.7500378,-117.8704931
2016-04-14T00:00:00.000Z,1,3,Orange,NJ,33.7500378,-117.8704931
2016-04-16T00:00:00.000Z,0,4,Enterprise,AL,31.3151708,-85.8552161
2016-04-16T00:00:00.000Z,2,4,Orlando,FL,28.5421109,-81.3790304
2016-04-16T00:00:00.000Z,1,4,Detroit,MI,42.3315509,-83.0466403
2016-04-17T00:00:00.000Z,3,1,Philadelphia,PA,39.9527237,-75.1635262
2016-04-17T00:00:00.000Z,1,3,Pelzer,SC,34.6423372,-82.4559598
2016-04-17T00:00:00.000Z,1,6,Edinburg,TX,26.3013982,-98.1624501
2016-04-18T00:00:00.000Z,1,3,Long Beach,CA,33.7690164,-118.191604
2016-04-19T00:00:00.000Z,1,4,Chicago (Auburn-Gresham),IL,41.7431667,-87.6537279
2016-04-19T00:00:00.000Z,4,0,Katy,TX,29.7857853,-95.8243956
2016-04-19T00:00:00.000Z,1,4,Blountsville,AL,34.0814863,-86.5911027
2016-04-19T00:00:00.000Z,1,3,Chicago (Gage Park),IL,41.795033,-87.6961636
2016-04-21T00:00:00.000Z,0,4,Baltimore,MD,39.2908816,-76.610759
2016-04-22T00:00:00.000Z,8,0,Piketon,OH,39.0681252,-83.0143443
2016-04-22T00:00:00.000Z,6,0,Appling,GA,31.7771435,-82.2996274
2016-04-23T00:00:00.000Z,3,1,Auburn,AL,32.6098566,-85.4807825
2016-04-23T00:00:00.000Z,0,4,New York (Manhattan),NY,40.7587979,-73.9623427
2016-04-23T00:00:00.000Z,1,3,Las Vegas,NV,36.1672559,-115.148516
2016-04-23T00:00:00.000Z,0,4,Seattle,WA,47.6038321,-122.330062
2016-04-23T00:00:00.000Z,0,5,Flint,MI,43.0161693,-83.6900211
2016-04-23T00:00:00.000Z,1,3,Topeka,KS,39.049011,-95.677556
2016-04-24T00:00:00.000Z,0,6,Halifax,VA,36.747244,-78.9425634
2016-04-24T00:00:00.000Z,0,4,Denver,CO,39.7392364,-104.984862
2016-04-24T00:00:00.000Z,2,3,Chicago (Englewood),IL,41.7797559,-87.6458836
2016-04-25T00:00:00.000Z,0,4,Goodlettsville,TN,36.334911500000004,-86.70533913302022
2016-04-25T00:00:00.000Z,0,4,Nashville,TN,36.1622767,-86.7742984
2016-04-25T00:00:00.000Z,0,5,Miami,FL,25.7741728,-80.19362
2016-04-26T00:00:00.000Z,1,4,Forestville,MD,42.4684949,-79.1767785
2016-04-27T00:00:00.000Z,3,1,Kilmichael,MS,33.439840000000004,-89.5670684113814
2016-04-27T00:00:00.000Z,1,3,Baton Rouge,LA,30.4507936,-91.1391153
2016-04-29T00:00:00.000Z,0,5,Oakland,CA,37.8044557,-122.271356
2016-04-29T00:00:00.000Z,0,4,St. Louis,MO,38.6280278,-90.1910154
2016-05-01T00:00:00.000Z,0,5,Murfreesboro,TN,35.8460396,-86.3921096
2016-05-03T00:00:00.000Z,4,0,Green Cove Springs,FL,29.9919779,-81.6781097
2016-05-04T00:00:00.000Z,2,2,Katy,TX,29.7857853,-95.8243956
2016-05-04T00:00:00.000Z,1,7,Minneapolis,MN,44.9772995,-93.2654692
2016-05-05T00:00:00.000Z,2,6,Shreveport,LA,32.4707862,-93.7559378
2016-05-05T00:00:00.000Z,2,2,Las Vegas,NV,36.1672559,-115.148516
2016-05-05T00:00:00.000Z,1,3,Miami,FL,25.7741728,-80.19362
2016-05-06T00:00:00.000Z,3,3,Bethesda,MD,38.98127255,-77.12335871396549
2016-05-06T00:00:00.000Z,1,3,Montgomery,AL,32.3669656,-86.3006485
2016-05-06T00:00:00.000Z,1,4,Detroit,MI,42.3315509,-83.0466403
2016-05-08T00:00:00.000Z,1,3,Austin,TX,30.2711286,-97.7436995
2016-05-11T00:00:00.000Z,1,4,Burmingham,AL,38.626719,-121.208572
2016-05-11T00:00:00.000Z,0,5,Chicago (Park Manor),IL,41.7697562,-87.6181046
2016-05-12T00:00:00.000Z,4,0,Chicago (Roseland),IL,41.7019787,-87.625881
2016-05-14T00:00:00.000Z,1,3,Charleston,WV,32.7884363,-79.9399309
2016-05-14T00:00:00.000Z,2,2,Phoenix,AZ,33.4484367,-112.074141
2016-05-14T00:00:00.000Z,0,5,Atlanta,GA,33.7489924,-84.3902644
2016-05-15T00:00:00.000Z,0,4,Evansville,IN,37.9747645,-87.5558483
2016-05-15T00:00:00.000Z,5,0,Moultrie,GA,39.6391442,-88.6087498
2016-05-17T00:00:00.000Z,3,1,Ravenel,SC,32.7632321,-80.2500986
2016-05-18T00:00:00.000Z,0,4,Indianapolis,IN,39.7683331,-86.1583502
2016-05-21T00:00:00.000Z,1,3,Jackson,GA,32.3086744,-90.1983063
2016-05-21T00:00:00.000Z,1,3,Stockton,CA,37.9577016,-121.2907796
2016-05-22T00:00:00.000Z,0,4,Nashville,TN,36.1622767,-86.7742984
2016-05-22T00:00:00.000Z,0,4,New Orleans,LA,29.9759983,-90.0782127
2016-05-23T00:00:00.000Z,0,5,Newark,NJ,40.735657,-74.1723667
2016-05-23T00:00:00.000Z,0,4,New York (Manhattan),NY,40.7587979,-73.9623427
2016-05-25T00:00:00.000Z,1,3,New York (Manhattan),NY,40.7587979,-73.9623427
2016-05-29T00:00:00.000Z,0,4,Indianapolis,IN,39.7683331,-86.1583502
2016-05-29T00:00:00.000Z,0,4,Las Vegas,NV,36.1672559,-115.148516
2016-05-29T00:00:00.000Z,2,6,Houston,TX,29.7589382,-95.3676974
2016-05-29T00:00:00.000Z,0,5,Zillah,WA,46.4020734,-120.261998
2016-05-29T00:00:00.000Z,0,6,Trenton,NJ,40.2205944,-74.7597219
2016-05-30T00:00:00.000Z,0,5,Baltimore,MD,39.2908816,-76.610759
2016-05-30T00:00:00.000Z,0,5,Sacramento,CA,38.5810606,-121.493895
2016-05-31T00:00:00.000Z,0,4,Chicago (East Garfield Park),IL,41.8808657,-87.7028328
2016-05-31T00:00:00.000Z,0,4,Fort Wayne,IN,41.0799898,-85.1386015
2016-06-04T00:00:00.000Z,1,3,Eufaula,AL,31.8912717,-85.1454876
2016-06-04T00:00:00.000Z,3,1,Denver,CO,39.7392364,-104.984862
2016-06-05T00:00:00.000Z,3,3,Phoenix,AZ,33.4484367,-112.074141
2016-06-05T00:00:00.000Z,0,4,New York (Brooklyn),NY,40.6526006,-73.9497211
2016-06-05T00:00:00.000Z,3,3,Cape Coral,FL,26.6059432,-81.9806771
2016-06-06T00:00:00.000Z,0,4,Visalia,CA,36.3302284,-119.292058
2016-06-06T00:00:00.000Z,0,4,Minneapolis,MN,44.9772995,-93.2654692
2016-06-08T00:00:00.000Z,0,4,Washington,DC,38.8950368,-77.0365427
2016-06-08T00:00:00.000Z,1,3,Boston,MA,42.3554334,-71.060511
2016-06-09T00:00:00.000Z,0,4,Fort Walton Beach,FL,30.4057552,-86.618842
2016-06-11T00:00:00.000Z,1,3,Charlotte,NC,35.2272086,-80.8430827
2016-06-11T00:00:00.000Z,3,2,Los Angeles (Panorama City),CA,34.2242902,-118.4453745
2016-06-11T00:00:00.000Z,5,0,Roswell,NM,34.02332,-84.360022
2016-06-11T00:00:00.000Z,1,3,Stockton,CA,37.9577016,-121.2907796
2016-06-11T00:00:00.000Z,0,4,Webster,MN,32.050618,-84.5473105
2016-06-12T00:00:00.000Z,50,53,Orlando,FL,28.5421109,-81.3790304
2016-06-13T00:00:00.000Z,0,4,Fresno,CA,36.7394421,-119.7848307
2016-06-13T00:00:00.000Z,0,5,New York (Brooklyn),NY,40.6526006,-73.9497211
2016-06-13T00:00:00.000Z,3,1,College Park,GA,38.980666,-76.9369189
2016-06-13T00:00:00.000Z,0,5,Chicago (East Garfield Park),IL,41.8808657,-87.7028328
2016-06-14T00:00:00.000Z,1,3,Oakland,CA,37.8044557,-122.271356
2016-06-14T00:00:00.000Z,0,5,Wilmington,DE,39.7459468,-75.546589
2016-06-17T00:00:00.000Z,0,4,Berwick,LA,41.0602024,-76.2461259
2016-06-18T00:00:00.000Z,2,4,Warren,OH,41.8119602,-79.2654452
2016-06-18T00:00:00.000Z,0,4,Chicago (South Shore),IL,41.7587276,-87.5752828
2016-06-18T00:00:00.000Z,2,2,Waycross,GA,31.2135511,-82.3540178
2016-06-19T00:00:00.000Z,1,3,Exmore,VA,37.5318069,-75.8229914
2016-06-19T00:00:00.000Z,1,3,Syracuse,NY,43.0481221,-76.1474244
2016-06-19T00:00:00.000Z,0,4,Roanoke,VA,37.270973,-79.9414313
2016-06-20T00:00:00.000Z,0,4,Baltimore,MD,39.2908816,-76.610759
2016-06-21T00:00:00.000Z,0,4,Willingboro,NJ,40.0289423,-74.8808221
2016-06-21T00:00:00.000Z,2,2,Louisville,KY,38.2542376,-85.759407
2016-06-22T00:00:00.000Z,3,1,Lacey,WA,47.0263876,-122.8072257
2016-06-22T00:00:00.000Z,1,5,DeKalb Co.,GA,41.8903447,-88.7713953
2016-06-22T00:00:00.000Z,0,4,Chicago (East Garfield Park),IL,41.8808657,-87.7028328
2016-06-24T00:00:00.000Z,3,2,District Heights,MD,38.8622077,-76.8815207
2016-06-24T00:00:00.000Z,0,4,Hartford,CT,41.764582,-72.6908547
2016-06-24T00:00:00.000Z,0,4,Kansas City,KS,39.100105,-94.5781416
2016-06-25T00:00:00.000Z,2,5,Forth Worth,TX,32.7369895,-97.46298929973253
2016-06-25T00:00:00.000Z,0,4,Chicago (Morgan Park),IL,41.6903117,-87.6667156
2016-06-25T00:00:00.000Z,0,4,Norfolk,VA,36.8448348,-76.2863999
2016-06-26T00:00:00.000Z,0,5,Charlotte,NC,35.2272086,-80.8430827
2016-06-26T00:00:00.000Z,1,4,Atlanta,GA,33.7489924,-84.3902644
2016-06-26T00:00:00.000Z,0,4,Corpus Christi,TX,27.7635302,-97.4033191
2016-06-26T00:00:00.000Z,1,3,Houston,TX,29.7589382,-95.3676974
2016-06-26T00:00:00.000Z,0,4,Lyman,SC,43.9176386,-99.8581638
2016-06-26T00:00:00.000Z,0,4,Bennettsville,SC,34.6173803,-79.6847814
2016-06-27T00:00:00.000Z,3,1,Woodburn,OR,45.143731,-122.8553725
2016-06-28T00:00:00.000Z,1,3,Los Angeles,CA,34.0536909,-118.242766
2016-06-28T00:00:00.000Z,0,6,Chicago (North Lawndale),IL,41.8600324,-87.7183883
2016-06-29T00:00:00.000Z,5,0,Las Vegas,NV,36.1672559,-115.148516
2016-06-30T00:00:00.000Z,1,4,Chicago (Washington Heights),IL,41.7065431,-87.6518631
2016-07-02T00:00:00.000Z,0,4,Providence,RI,41.8239891,-71.4128343
2016-07-03T00:00:00.000Z,2,3,Monroe,LA,38.2722313,-90.1792484
2016-07-03T00:00:00.000Z,0,4,Chattanooga,TN,35.0457219,-85.3094883
2016-07-04T00:00:00.000Z,0,7,New York (Brooklyn),NY,40.6526006,-73.9497211
2016-07-04T00:00:00.000Z,2,3,Chattanooga,TN,35.0457219,-85.3094883
2016-07-04T00:00:00.000Z,0,4,Pittsburgh,PA,40.4416941,-79.9900861
2016-07-04T00:00:00.000Z,2,6,Phoenix,AZ,33.4484367,-112.074141
2016-07-04T00:00:00.000Z,3,2,Houston,TX,29.7589382,-95.3676974
2016-07-04T00:00:00.000Z,0,4,Cleveland,OH,41.4996574,-81.6936772
2016-07-04T00:00:00.000Z,0,4,Chicago (Englewood),IL,41.7797559,-87.6458836
2016-07-05T00:00:00.000Z,1,3,Los Angeles,CA,34.0536909,-118.242766
2016-07-05T00:00:00.000Z,2,2,Hiram,GA,33.8756601,-84.7621592
2016-07-07T00:00:00.000Z,1,4,Bristol,TN,41.7425538,-71.0856545
2016-07-07T00:00:00.000Z,0,4,Baton Rouge,LA,30.4507936,-91.1391153
2016-07-07T00:00:00.000Z,5,9,Dallas,TX,32.7762719,-96.7968559
2016-07-07T00:00:00.000Z,1,3,Shreveport,LA,32.4707862,-93.7559378
2016-07-11T00:00:00.000Z,3,2,St. Joseph (Berrien Co.),MI,42.1095808,-86.4799538
2016-07-11T00:00:00.000Z,0,5,Baltimore,MD,39.2908816,-76.610759
2016-07-11T00:00:00.000Z,0,4,Jackson,MI,32.3086744,-90.1983063
2016-07-12T00:00:00.000Z,0,4,Tumwater,WA,47.0080655,-122.910368
2016-07-13T00:00:00.000Z,0,5,Warner Robins,GA,32.6200973,-83.606568
2016-07-13T00:00:00.000Z,2,2,St. Louis,MO,38.6280278,-90.1910154
2016-07-14T00:00:00.000Z,0,4,Decatur,GA,39.8454163,-88.9524151
2016-07-14T00:00:00.000Z,1,3,Akron,OH,41.083064,-81.518485
2016-07-14T00:00:00.000Z,3,1,Crosby,TX,33.5778818,-101.2855737
2016-07-14T00:00:00.000Z,0,4,Oakland,CA,37.8044557,-122.271356
2016-07-15T00:00:00.000Z,3,1,Woodland,WA,38.6786109,-121.7733285
2016-07-16T00:00:00.000Z,1,14,Bakersfield,CA,35.3738712,-119.0194639
2016-07-16T00:00:00.000Z,0,5,Cleveland,OH,41.4996574,-81.6936772
2016-07-16T00:00:00.000Z,0,6,Clarksville,TN,36.5277607,-87.3588703
2016-07-16T00:00:00.000Z,0,5,Dallas,TX,32.7762719,-96.7968559
2016-07-16T00:00:00.000Z,0,4,San Bernardino,CA,34.8253019,-116.0833144
2016-07-17T00:00:00.000Z,4,3,Baton Rouge,LA,30.4507936,-91.1391153
2016-07-17T00:00:00.000Z,0,4,Detroit,MI,42.3315509,-83.0466403
2016-07-17T00:00:00.000Z,1,4,Phenix City,AL,32.4709761,-85.0007653
2016-07-17T00:00:00.000Z,1,3,Houston,TX,29.7589382,-95.3676974
2016-07-19T00:00:00.000Z,0,4,West Memphis,AR,35.1464797,-90.1845388
2016-07-20T00:00:00.000Z,0,4,Fresno,CA,36.7394421,-119.7848307
2016-07-20T00:00:00.000Z,0,4,Cranfield,MS,31.5436923,-91.2062072
2016-07-21T00:00:00.000Z,0,5,Chicago (Austin),IL,41.8880316,-87.7648642
2016-07-22T00:00:00.000Z,0,5,Kankakee,IL,41.1253903,-87.848682
2016-07-23T00:00:00.000Z,2,2,Cincinnati (South Cumminsville),OH,39.151205149999996,-84.54904418452853
2016-07-23T00:00:00.000Z,4,1,Bastrop,TX,30.0541116,-97.3887764
2016-07-23T00:00:00.000Z,0,4,North Charleston,SC,32.8546197,-79.9748103
2016-07-23T00:00:00.000Z,0,4,New York (Brooklyn),NY,40.6526006,-73.9497211
2016-07-24T00:00:00.000Z,1,7,Hamilton,OH,31.6429346,-97.9715967
2016-07-25T00:00:00.000Z,2,18,Fort Myers,FL,26.640628,-81.8723084
2016-07-26T00:00:00.000Z,0,4,Panola,AL,32.1367712,-94.3130073
2016-07-28T00:00:00.000Z,2,2,Chicago (Back of the Yards),IL,41.8075332,-87.6661199
2016-07-28T00:00:00.000Z,0,4,Baltimore,MD,39.2908816,-76.610759
2016-07-28T00:00:00.000Z,0,5,Elmira,NY,42.0897965,-76.8077338
2016-07-29T00:00:00.000Z,0,7,Athens,GA,33.9597677,-83.376398
2016-07-30T00:00:00.000Z,3,1,Mukilteo,WA,47.9474034,-122.3036992
2016-07-30T00:00:00.000Z,4,0,Bridgeton,MO,38.7566055,-90.42352
2016-07-30T00:00:00.000Z,0,5,St. Louis,MO,38.6280278,-90.1910154
2016-07-30T00:00:00.000Z,0,5,Eulonia,GA,31.5332762,-81.4270478
2016-07-31T00:00:00.000Z,1,4,Austin,TX,30.2711286,-97.7436995
2016-07-31T00:00:00.000Z,3,1,Miami-Dade Co,FL,25.6364246,-80.4989467
2016-08-01T00:00:00.000Z,0,4,Evansville,IN,37.9747645,-87.5558483
2016-08-02T00:00:00.000Z,0,4,Hollywood (West Park),FL,26.030228,-80.1314486864919
2016-08-03T00:00:00.000Z,0,4,Killeen,TX,31.1171441,-97.727796
2016-08-03T00:00:00.000Z,1,3,Decatur,GA,39.8454163,-88.9524151
2016-08-04T00:00:00.000Z,0,4,Memphis,TN,35.1460249,-90.0517638
2016-08-05T00:00:00.000Z,2,2,Mead Valley,CA,33.8333516,-117.2961512
2016-08-05T00:00:00.000Z,1,3,Pontiac,MI,42.6389216,-83.2910468
2016-08-06T00:00:00.000Z,5,0,Reading (Sinking Spring),PA,,
2016-08-06T00:00:00.000Z,0,5,St. Louis,MO,38.6280278,-90.1910154
2016-08-07T00:00:00.000Z,2,2,Denver (Arvada),CO,39.8222222,-105.0922222
2016-08-07T00:00:00.000Z,0,4,Chicago (West Garfield Park),IL,41.8805878,-87.7292227
2016-08-07T00:00:00.000Z,1,3,Vicksburg,MS,32.3528055,-90.8777342
2016-08-08T00:00:00.000Z,0,7,Jacksonville,FL,30.3321838,-81.655651
2016-08-08T00:00:00.000Z,2,2,Cleveland,OH,41.4996574,-81.6936772
2016-08-08T00:00:00.000Z,1,3,Los Angeles,CA,34.0536909,-118.242766
2016-08-08T00:00:00.000Z,1,3,Austin,TX,30.2711286,-97.7436995
2016-08-08T00:00:00.000Z,2,2,Albuquerque,NM,35.0841034,-106.650985
2016-08-09T00:00:00.000Z,0,4,Chicago (Evanston),IL,42.048097850000005,-87.67930210524493
2016-08-10T00:00:00.000Z,1,3,Sacramento,CA,38.5810606,-121.493895
2016-08-11T00:00:00.000Z,0,4,Philadelphia,PA,39.9527237,-75.1635262
2016-08-12T00:00:00.000Z,1,3,Dallas,TX,32.7762719,-96.7968559
2016-08-12T00:00:00.000Z,1,3,Jacksonville,FL,30.3321838,-81.655651
2016-08-13T00:00:00.000Z,0,4,New York (Queens),NY,40.76639995,-73.7738780089654
2016-08-13T00:00:00.000Z,2,2,Milwaukee,WI,43.0349931,-87.922497
2016-08-13T00:00:00.000Z,0,6,Joplin,MO,37.0841838,-94.5133385
2016-08-13T00:00:00.000Z,0,4,Los Angeles,CA,34.0536909,-118.242766
2016-08-14T00:00:00.000Z,0,5,Minneapolis,MN,44.9772995,-93.2654692
2016-08-14T00:00:00.000Z,0,4,Norfolk,VA,36.8448348,-76.2863999
2016-08-17T00:00:00.000Z,0,4,Oakland,CA,37.8044557,-122.271356
2016-08-18T00:00:00.000Z,0,4,Waterbury,CT,41.5538091,-73.0438362
2016-08-18T00:00:00.000Z,1,3,Kansas City,MO,39.100105,-94.5781416
2016-08-18T00:00:00.000Z,3,1,Hermiston,OR,45.8404101,-119.28946
2016-08-20T00:00:00.000Z,2,2,Los Angeles,CA,34.0536909,-118.242766
2016-08-20T00:00:00.000Z,0,5,Tacoma,WA,47.2455013,-122.438329
2016-08-20T00:00:00.000Z,0,4,Hamden,CT,42.1911969,-74.9946083
2016-08-20T00:00:00.000Z,0,4,Boston (Dorchester),MA,42.2973205,-71.0744952
2016-08-20T00:00:00.000Z,6,0,Citronelle,AL,31.0937841,-88.234284
2016-08-21T00:00:00.000Z,0,13,Bridgeport,CT,41.1670412,-73.2048348
2016-08-25T00:00:00.000Z,0,5,Bridgeton,NJ,38.7566055,-90.42352
2016-08-27T00:00:00.000Z,2,4,Miami,FL,25.7741728,-80.19362
2016-08-27T00:00:00.000Z,1,6,Brighton,AL,39.983721,-104.8110775
2016-08-28T00:00:00.000Z,0,4,New York (Bronx),NY,40.851039,-73.84025027765061
2016-08-28T00:00:00.000Z,2,2,St. Louis,MO,38.6280278,-90.1910154
2016-08-28T00:00:00.000Z,0,5,Dadeville,AL,32.831238,-85.7635692
2016-08-28T00:00:00.000Z,0,6,Lubbock,TX,33.5634402,-101.8792389
2016-08-28T00:00:00.000Z,2,2,Fayetteville,NC,36.0625843,-94.1574328
2016-08-29T00:00:00.000Z,1,4,Egg Harbor,NJ,45.0463808,-87.2970501
2016-08-29T00:00:00.000Z,4,0,Temecula,CA,33.4946353,-117.1473661
2016-08-30T00:00:00.000Z,0,4,Chicago (West Englewood),IL,41.7780891,-87.6667177
2016-08-30T00:00:00.000Z,0,4,Atlanta,GA,33.7489924,-84.3902644
2016-08-31T00:00:00.000Z,0,4,Clinton,NC,38.5896187,-89.420064
2016-09-03T00:00:00.000Z,0,4,Chicago (West Town),IL,41.9014213,-87.6861661
2016-09-03T00:00:00.000Z,0,4,Wilmington,NC,39.7459468,-75.546589
2016-09-04T00:00:00.000Z,1,10,Roanoke,VA,37.270973,-79.9414313
2016-09-05T00:00:00.000Z,2,2,Des Moines,IA,41.5910323,-93.6046655
2016-09-05T00:00:00.000Z,0,4,Reading,PA,40.335345,-75.9279495
2016-09-05T00:00:00.000Z,2,3,Chicago (Lawndale),IL,41.8539606,-87.7179739
2016-09-08T00:00:00.000Z,1,4,Hot Springs,AR,34.5038393,-93.0552437
2016-09-09T00:00:00.000Z,4,0,Austin (Del Valle),TX,30.1776045,-97.61063121655137
2016-09-10T00:00:00.000Z,1,3,Miami,FL,25.7741728,-80.19362
2016-09-11T00:00:00.000Z,0,7,Kansas City,MO,39.100105,-94.5781416
2016-09-11T00:00:00.000Z,0,5,Saginaw,MI,43.4200387,-83.9490365
2016-09-11T00:00:00.000Z,1,3,Jersey City,NJ,40.7215682,-74.047455
2016-09-11T00:00:00.000Z,0,5,New Bern,NC,35.1084931,-77.0441143
2016-09-11T00:00:00.000Z,1,3,Birmingham,AL,33.5206824,-86.8024326
2016-09-11T00:00:00.000Z,1,5,New Orleans,LA,29.9759983,-90.0782127
2016-09-11T00:00:00.000Z,4,1,Fort Wayne,IN,41.0799898,-85.1386015
2016-09-12T00:00:00.000Z,3,2,Fort Wayne,IN,41.0799898,-85.1386015
2016-09-14T00:00:00.000Z,2,2,Cheyenne,WY,41.139981,-104.820246
2016-09-14T00:00:00.000Z,1,3,Houston,TX,29.7589382,-95.3676974
2016-09-16T00:00:00.000Z,2,2,Los Angeles (Hollywood),CA,34.1010753,-118.3415105
2016-09-16T00:00:00.000Z,2,5,Philadelphia,PA,39.9527237,-75.1635262
2016-09-16T00:00:00.000Z,2,2,Forth Worth,TX,32.7369895,-97.46298929973253
2016-09-17T00:00:00.000Z,1,6,Orlando,FL,28.5421109,-81.3790304
2016-09-17T00:00:00.000Z,0,6,Miami,FL,25.7741728,-80.19362
2016-09-17T00:00:00.000Z,2,2,Indianapolis,IN,39.7683331,-86.1583502
2016-09-17T00:00:00.000Z,2,7,Washington,DC,38.8950368,-77.0365427
2016-09-18T00:00:00.000Z,1,3,Lynchburg,VA,37.4137536,-79.1422464
2016-09-18T00:00:00.000Z,0,4,Philadelphia (Port Richmond),PA,39.9863549,-75.1009166
2016-09-18T00:00:00.000Z,0,4,Lincoln Heights,OH,39.2389469,-84.4554979
2016-09-18T00:00:00.000Z,0,4,Pittsburgh,PA,40.4416941,-79.9900861
2016-09-19T00:00:00.000Z,1,3,Jackson,MS,32.3086744,-90.1983063
2016-09-23T00:00:00.000Z,5,0,Burlington,WA,44.4761601,-73.212906
2016-09-23T00:00:00.000Z,1,3,Nashville,TN,36.1622767,-86.7742984
2016-09-23T00:00:00.000Z,0,4,Houston,TX,29.7589382,-95.3676974
2016-09-24T00:00:00.000Z,0,8,Baltimore,MD,39.2908816,-76.610759
2016-09-25T00:00:00.000Z,1,4,Champaign,IL,40.1164841,-88.2430932
